Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
Hyundai Santa,Bangalore,2014,48000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,Black/Silver,7,5,,16.25
Toyota Etios,Kochi,2015,52207,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,White,5,4,,4.56
Hyundai i10,Delhi,2012,51000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,Others,5,4,,2.2
Mercedes-Benz New,Delhi,2016,20000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,Others,5,4,,33
Volkswagen Polo,Hyderabad,2015,50000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,Black/Silver,5,4,,6.2
Chevrolet Beat,Kochi,2014,52398,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,Others,5,4,,2.47
Maruti Ritz,Chennai,2009,83000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,Others,5,4,,2.95
Renault Duster,Hyderabad,2013,74911,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,White,5,4,,6
Honda City,Delhi,2015,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,White,5,4,,8.25
Hyundai Getz,Pune,2005,91000,Petrol,Manual,Third,16.8 kmpl,1341 CC,83 bhp,Others,5,4,,0.8
Volkswagen Polo,Pune,2010,39000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,Others,5,4,,3.05
Hyundai Xcent,Delhi,2015,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71.01 bhp,Black/Silver,5,4,,4.95
Audi A4,Hyderabad,2015,50000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,Others,5,4,,25
Audi A6,Kochi,2013,91903,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,Black/Silver,5,4,,17.56
Audi Q5,Coimbatore,2017,40318,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,White,5,4,,43.74
Mahindra XUV500,Kochi,2012,82103,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Black/Silver,7,5,,6.2
Volkswagen Vento,Mumbai,2014,61529,Petrol,Automatic,First,18.19 kmpl,1197 CC,103.5 bhp,White,5,4,,5.65
Skoda Laura,Delhi,2013,81755,Diesel,Manual,First,20.0 kmpl,1968 CC,108.5 bhp,White,5,4,,4.75
Audi A4,Bangalore,2014,21000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,Others,5,4,,24.5
Fiat Linea,Kochi,2016,56628,Diesel,Manual,First,20.4 kmpl,1248 CC,92 bhp,Black/Silver,5,4,,5.85
Honda Civic,Ahmedabad,2009,89000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,Others,5,4,,4.25
Volkswagen Polo,Delhi,2013,69000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,Black/Silver,5,4,,4.5
Hyundai Getz,Jaipur,2005,100000,Petrol,Manual,Second,15.3 kmpl,,,,5,4,,0.85
Hyundai Verna,Mumbai,2011,74000,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.3 bhp,Black/Silver,5,4,,3.75
Honda Civic,Pune,2010,61700,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,Others,5,4,,2.95
Maruti Wagon,Pune,2014,58000,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,White,5,4,,3
Mercedes-Benz New,Hyderabad,2012,41367,Diesel,Automatic,First,15.8 kmpl,2148 CC,170 bhp,Black/Silver,5,4,,18.49
Hyundai Verna,Kochi,2019,12645,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,White,5,4,13.49 Lakh,11.5
Hyundai i20,Pune,2016,6000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,Black/Silver,5,4,,7.25
Maruti Dzire,Coimbatore,2018,25082,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,White,5,4,9.62 Lakh,8.37
Mercedes-Benz New,Coimbatore,2018,20604,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,White,5,4,,39.62
Renault Duster,Delhi,2015,73539,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,White,5,4,,6.75
Hyundai Verna,Hyderabad,2008,90000,Diesel,Manual,Second,16.8 kmpl,1493 CC,110 bhp,Others,5,4,,2.25
Audi Q7,Coimbatore,2015,55662,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,Others,7,5,,42.83
Toyota Etios,Pune,2015,190000,Petrol,Manual,Second,16.78 kmpl,1496 CC,88.73 bhp,Black/Silver,5,4,,3.85
Hyundai Elantra,Jaipur,2012,98008,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,White,5,4,,6.25
Toyota Etios,Pune,2014,80102,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,White,5,4,,3.5
Ford Ecosport,Mumbai,2017,30000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5,4,,8.75
Honda City,Delhi,2015,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,,7.41
Mahindra XUV500,Delhi,2016,81177,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,Black/Silver,7,5,,11.25
Honda City,Kochi,2015,80606,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,Others,5,4,,6.96
Hyundai Xcent,Jaipur,2014,12500,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,White,5,4,,4.15
Volkswagen Vento,Pune,2013,64430,Diesel,,First,20.54 kmpl,1598 CC,103.6 bhp,White,5,4,,5.2
Jaguar XF,Pune,2013,46000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,White,5,4,,24
Maruti Swift,Chennai,2012,78000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Others,5,4,,4.4
Mercedes-Benz CLA,Delhi,2016,40000,Petrol,Automatic,First,15.04 kmpl,1991 CC,183 bhp,Black/Silver,5,4,41.02 Lakh,24.5
Hyundai i20,Chennai,2012,107000,Diesel,Manual,Second,21.27 kmpl,1396 CC,88.76 bhp,Others,5,4,,4.5
Hyundai Santro,Pune,2005,100000,CNG,Manual,Third,17.0 km/kg,1086 CC,null bhp,White,5,4,,1.2
Maruti Ertiga,Jaipur,2014,57000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,Others,7,5,,7
Mahindra Scorpio,Delhi,2012,77000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,Others,8,5,,4.93
Toyota Innova,Coimbatore,2015,67585,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,White,7,4,,11.99
Maruti Omni,Coimbatore,2019,4721,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,White,5,4,,4.11
Nissan Sunny,Pune,2013,125600,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,Black/Silver,5,4,,3.75
Toyota Fortuner,Pune,2012,125000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,Black/Silver,7,5,,13.5
Datsun GO,Kolkata,2016,6000,Petrol,Manual,First,20.63 kmpl,1198 CC,67.06 bhp,Black/Silver,5,4,,2.7
Toyota Innova,Ahmedabad,2016,54000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,Others,7,4,23.14 Lakh,16.5
Maruti Vitara,Delhi,2017,40000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,,7.85
Maruti Swift,Hyderabad,2013,99595,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,Others,5,4,,4.75
Honda Jazz,Hyderabad,2016,43000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,Others,5,4,,7.75
Hyundai i10,Delhi,2012,62282,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,,2.9
Honda City,Chennai,2014,30000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,Black/Silver,5,4,,6
Maruti Swift,Chennai,2019,65000,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,Black/Silver,5,4,,6.75
Hyundai i20,Mumbai,2014,32720,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,White,5,4,,4.5
Maruti Ciaz,Kochi,2018,25692,Petrol,,First,21.56 kmpl,1462 CC,103.25 bhp,Others,5,4,10.65 Lakh,9.95
Maruti Celerio,Hyderabad,2014,44000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,,4.3
Maruti Celerio,Delhi,2014,48000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,Black/Silver,5,4,,3.25
Renault Duster,Jaipur,2013,61238,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,White,5,4,,5.25
Maruti Swift,Delhi,2014,71800,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,Others,5,4,,2.9
Hyundai i20,Mumbai,2010,58000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,Black/Silver,5,4,,2.5
Renault KWID,Kochi,2016,53886,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Black/Silver,5,4,,3.07
Hyundai i10,Mumbai,2008,38235,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,,1.95
Toyota Fortuner,Delhi,2014,107000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,Others,7,5,,16.5
Ford Ikon,Chennai,2002,65134,Petrol,Manual,Third,13.8 kmpl,1299 CC,70 bhp,Black/Silver,5,4,,0.8
Toyota Corolla,Pune,2009,70000,Petrol,Manual,Third,14.53 kmpl,1798 CC,138.1 bhp,Black/Silver,5,4,,3
Skoda Fabia,Pune,2008,61000,Petrol,Manual,Second,17.5 kmpl,1198 CC,70 bhp,Black/Silver,5,4,,1.65
Maruti Swift,Kolkata,2013,40000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,Black/Silver,5,4,,3.55
Audi Q5,Hyderabad,2016,43000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,Black/Silver,5,4,,39.5
Skoda Superb,Kochi,2019,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,Others,5,4,36.15 Lakh,27.3
Mercedes-Benz New,Delhi,2011,51000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,Others,5,4,,11.5
Mahindra XUV500,Pune,2012,80000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Black/Silver,7,5,,6.5
Maruti Swift,Delhi,2012,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,White,5,4,,3.55
Mercedes-Benz New,Kochi,2011,71703,Petrol,Automatic,First,14.74 kmpl,1991 CC,181.03 bhp,White,5,4,,9.14
Chevrolet Aveo,Mumbai,2011,57000,Petrol,Manual,Second,14.49 kmpl,1399 CC,92.7 bhp,White,5,4,,2.1
Hyundai i20,Mumbai,2017,14001,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Others,5,4,,5.75
Maruti Alto,Delhi,2012,65537,CNG,Manual,Second,33.44 km/kg,796 CC,40.3 bhp,Black/Silver,4,4,,2.1
Honda City,Delhi,2010,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,White,5,4,,3.5
Ford EcoSport,Coimbatore,2019,35188,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,Others,5,4,,11.13
Maruti Alto,Pune,2017,38000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,Others,5,4,,3.11
BMW 3,Chennai,2014,70000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,White,5,4,,17.55
Ford Endeavour,Hyderabad,2007,130000,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,White,7,5,,6
Maruti Wagon,Pune,2015,25200,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,White,5,4,,3.35
Honda Jazz,Kolkata,2010,39800,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,Black/Silver,5,4,,1.99
Hyundai i10,Chennai,2012,55231,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,White,5,4,,2.78
Maruti Wagon,Mumbai,2014,40000,CNG,Manual,Second,26.6 km/kg,998 CC,58.16 bhp,Black/Silver,5,4,,3.15
Honda Accord,Mumbai,2011,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,White,5,4,,4.45
Mahindra KUV,Kochi,2017,29085,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,White,6,4,,5.84
Tata Nano,Kochi,2014,59508,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,White,4,4,,1.26
Toyota Fortuner,Pune,2014,55960,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,Black/Silver,7,5,,17.25
Honda Amaze,Kolkata,2014,36000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,,3.25
Maruti Omni,Coimbatore,2017,15473,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,White,5,4,,3.58
Honda Amaze,Kochi,2017,61795,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,Black/Silver,5,4,,5.53
Fiat Grande,Kolkata,2011,25000,Petrol,Manual,Second,15.7 kmpl,1172 CC,67 bhp,Black/Silver,5,4,,1.25
Honda Jazz,Kochi,2010,82606,Petrol,Manual,Second,16.0 kmpl,1198 CC,90 bhp,White,5,4,,2.69
Jeep Compass,Coimbatore,2019,6261,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,Black/Silver,5,4,26.95 Lakh,23.91
Maruti Alto,Mumbai,2013,26200,CNG,Manual,First,30.46 km/kg,796 CC,47.3 bhp,Black/Silver,5,4,,2.15
Maruti Wagon,,2009,,Petrol,Manual,Second,14.0 kmpl,1061 CC,64 bhp,White,5,4,,1.85
Volkswagen Ameo,Kochi,2018,17370,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,White,5,4,,5.84
Maruti Alto,Kolkata,2018,2100,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,4.33 Lakh,3.6
Honda Brio,Mumbai,2012,25000,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,White,5,4,,2.75
Hyundai i20,Ahmedabad,2016,74000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,Black/Silver,5,4,,6.5
Hyundai Grand,Delhi,2015,27000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,,4.5
Mercedes-Benz E-Class,Jaipur,2013,60000,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,White,5,4,,27
Maruti Eeco,Chennai,2016,55000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,Others,7,5,4.87 Lakh,3.75
Toyota Corolla,Hyderabad,2010,156210,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,Others,5,4,,5.99
Maruti Alto,Hyderabad,2009,85000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,White,5,4,,1.8
Ford Figo,Hyderabad,2013,90200,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,Black/Silver,5,4,,3.5
Hyundai i20,Jaipur,2017,58500,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5,4,,6.25
Ford EcoSport,Mumbai,2017,2000,Petrol,Manual,First,18.88 kmpl,1499 CC,110.4 bhp,White,5,4,,8.65
Hyundai Creta,Coimbatore,2017,15731,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,White,5,4,,12.49
Nissan Micra,Mumbai,2015,34895,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,Black/Silver,5,4,9.47 Lakh,4.6
Mercedes-Benz E-Class,Mumbai,2010,73000,Petrol,Automatic,First,10.93 kmpl,3498 CC,272 bhp,White,5,4,,10.4
Ford EcoSport,Kolkata,2017,1800,Petrol,Automatic,First,16.05 kmpl,1499 CC,110.4 bhp,White,5,4,,11.37
Mahindra KUV,Chennai,2016,13500,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,White,6,4,,3.75
Maruti Baleno,Coimbatore,2018,25093,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,Others,5,4,,7.76
Honda City,Mumbai,2015,28004,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,White,5,4,,7.1
Maruti SX4,Pune,2007,68553,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,White,5,4,,1.5
Renault Duster,Bangalore,2013,75371,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,Others,5,4,,6.69
Maruti Wagon,Mumbai,2014,43628,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,Black/Silver,5,4,5.61 Lakh,3.16
Audi Q7,Coimbatore,2014,118218,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,White,7,5,,31.41
Skoda Rapid,Hyderabad,2017,31000,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,Others,5,4,15.38 Lakh,10.5
Toyota Etios,Kolkata,2012,55000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,Others,5,4,,2.99
Mahindra Scorpio,Kolkata,2011,51387,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,Others,7,5,,5.5
Maruti Alto,Hyderabad,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Others,5,4,,1.75
Mahindra XUV500,Pune,2011,90000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,White,7,5,,6.1
Hyundai Verna,Jaipur,2015,89000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,Black/Silver,5,4,,7.5
Jaguar XJ,Coimbatore,2011,43686,Petrol,Automatic,First,10.5 kmpl,5000 CC,503 bhp,Others,4,4,,50.66
Tata Indigo,Ahmedabad,2012,50123,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,White,5,4,,1.9
Tata Manza,Kolkata,2010,40000,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,Others,5,4,,1.35
Honda City,Jaipur,2014,76551,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,White,5,4,,7.25
Toyota Etios,Coimbatore,2018,43127,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,Others,5,4,,6.85
Maruti Celerio,Jaipur,2014,56000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,,2.79
Maruti Ciaz,Delhi,2017,32000,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,Others,5,4,,9.2
Maruti Ciaz,Kolkata,2015,62144,Diesel,Manual,Second,26.21 kmpl,1248 CC,88.5 bhp,Others,5,4,,5.75
Mercedes-Benz S,Kolkata,2010,35277,Petrol,Automatic,First,7.81 kmpl,5461 CC,362.9 bhp,White,5,4,,30
Honda Amaze,Kochi,2016,39854,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,Others,5,4,,5.64
Audi A4,Delhi,2009,88000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,Black/Silver,5,4,,7.98
Hyundai Grand,Jaipur,2017,23000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,,4.5
Hyundai i10,Hyderabad,2011,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5,4,,3.2
Hyundai Grand,Jaipur,2018,10000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,White,5,4,6.96 Lakh,5.85
Maruti Alto,Bangalore,2011,11000,Petrol,Manual,Third,18.9 kmpl,796 CC,47 bhp,Black/Silver,5,4,,2.9
Audi Q5,Coimbatore,2014,87652,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,Others,5,4,,25.71
Honda City,Kochi,2016,47681,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.3 bhp,Others,5,4,,8.73
Maruti Wagon,Coimbatore,2015,72599,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,Black/Silver,5,4,5.72 Lakh,4.32
Hyundai Grand,Coimbatore,2018,20667,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,Others,5,4,8.63 Lakh,7.55
BMW 5,Mumbai,2013,35000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,White,5,4,,21
Tata Nano,Bangalore,2016,17800,Petrol,Automatic,Second,21.9 kmpl,624 CC,37.48 bhp,White,4,4,,2.38
Honda Brio,Kochi,2015,49133,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Black/Silver,5,4,,4.51
Maruti Swift,Pune,2011,70000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,Black/Silver,5,4,,1.3
Nissan Sunny,Kochi,2013,68880,Petrol,Manual,First,16.95 kmpl,1498 CC,97.7 bhp,Black/Silver,5,4,,3.97
BMW 3,Pune,2011,43706,Petrol,Automatic,First,10.9 kmpl,2497 CC,215 bhp,White,5,4,,9
Honda City,Mumbai,2005,56000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,White,5,4,,1.25
Toyota Etios,Coimbatore,2016,53702,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,Others,5,4,,6.55
Chevrolet Beat,Kolkata,2013,26300,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,Others,5,4,,2.8
Ford EcoSport,Pune,2017,14000,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,Black/Silver,5,4,13.23 Lakh,9.99
Chevrolet Sail,Mumbai,2015,41000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,Others,5,4,,3.25
Honda Brio,Coimbatore,2014,28637,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,White,5,4,,5.53
Honda Amaze,Jaipur,2014,41210,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,Others,5,4,,4.4
Maruti Ritz,Kolkata,2010,47722,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,White,5,4,,1.7
Maruti Swift,Pune,2014,197000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,Others,5,4,,5
Renault Duster,Ahmedabad,2014,55300,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,White,5,4,,4.75
Maruti Celerio,Mumbai,2016,7100,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,,4.35
Maruti Swift,Chennai,2015,49900,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,Others,5,4,,4.8
Audi Q3,Coimbatore,2018,22060,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,White,5,4,44.8 Lakh,32.73
Maruti Alto,Jaipur,2016,51264,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,4.24 Lakh,3.2
Ford Ikon,Pune,2004,69870,Petrol,Manual,Second,14.2 kmpl,1597 CC,92 bhp,Others,5,4,,1.1
Hyundai Verna,Pune,2013,21107,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,Others,5,4,,5.25
Volkswagen Vento,Hyderabad,2012,110000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,White,5,4,,3.65
Honda City,Pune,2013,127000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,Others,5,4,,4.5
Maruti Swift,Ahmedabad,2010,83000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,Black/Silver,5,4,,2.75
Maruti Swift,Chennai,2014,75180,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,White,5,4,,5.25
Renault Duster,Mumbai,2013,29000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,White,5,4,,6.5
Toyota Corolla,Kochi,2013,81504,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,Others,5,4,,6.53
Honda Mobilio,Kolkata,2015,50000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,Black/Silver,7,5,,4.7
Maruti Swift,Pune,2010,135000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,Others,5,4,,3.1
Mahindra E,Chennai,2016,50000,Electric,Automatic,First,,72 CC,41 bhp,White,5,4,13.58 Lakh,13
Hyundai Grand,Delhi,2018,9434,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,White,5,4,6.71 Lakh,5.75
Hyundai Santro,Delhi,2012,53000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,White,5,4,,2.35
Honda City,Delhi,2014,55000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,,5.84
Renault Duster,Mumbai,2016,36600,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,Black/Silver,5,4,,7.49
Maruti Swift,Hyderabad,2017,2000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,Others,5,4,,8.2
Ford Fiesta,Pune,2012,78000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,White,5,4,,2.8
Audi Q5,Coimbatore,2013,80127,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,Others,5,4,,23.68
Audi Q3,Mumbai,2017,31000,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,White,5,4,44.75 Lakh,27
Hyundai i10,Jaipur,2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,White,5,4,,1.75
Honda CR-V,Kolkata,2015,35000,Petrol,Automatic,First,10.1 kmpl,2354 CC,152 bhp,White,5,4,,14.7
Honda City,Hyderabad,2015,82000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,White,5,4,13.33 Lakh,8
Toyota Fortuner,Ahmedabad,2016,88008,Diesel,Automatic,Second,12.9 kmpl,2755 CC,174.5 bhp,Black/Silver,7,5,34.45 Lakh,22.5
Renault Duster,Hyderabad,2013,42000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,White,5,4,,8
Tata Nexon,Mumbai,2018,14000,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,White,5,4,12.22 Lakh,9.9
Hyundai Xcent,Pune,2018,31000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,Others,5,4,,5
Honda City,Kochi,2017,65850,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,,9.44
Hyundai Elantra,Coimbatore,2015,58239,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,Black/Silver,5,4,23.64 Lakh,9.69
Maruti Wagon,Jaipur,2007,71000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,Others,5,4,,1.5
Hyundai i10,Chennai,2008,85445,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,Others,5,4,,2
Maruti Celerio,Kolkata,2015,30458,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,,2.99
Volkswagen Vento,Kolkata,2015,70623,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,Black/Silver,5,4,,3.99
Hyundai Accent,Pune,2005,123200,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,White,5,4,,1
